srcname,cpe_vendor,cpe_product,cpe_edition,cpe_lang,cpe_sw_edition,cpe_target_sw,cpe_target_hw,cpe_other
devel/popt,popt_project,popt,*,*,*,*,*,*
devel/protobuf,google,google-protobuf,*,*,*,ruby,*,*
devel/protobuf,google,protobuf,*,*,*,*,*,*
devel/protobuf,google,protobuf-java,*,*,*,*,*,*
devel/protobuf,google,protobuf-kotlin,*,*,*,*,*,*
devel/protobuf-java,google,google-protobuf,*,*,*,ruby,*,*
devel/protobuf-java,google,protobuf,*,*,*,*,*,*
devel/protobuf-java,google,protobuf-java,*,*,*,*,*,*
devel/protobuf-java,google,protobuf-kotlin,*,*,*,*,*,*
devel/protobuf25,google,google-protobuf,*,*,*,ruby,*,*
devel/protobuf25,google,protobuf,*,*,*,*,*,*
devel/protobuf25,google,protobuf-java,*,*,*,*,*,*
devel/protobuf25,google,protobuf-kotlin,*,*,*,*,*,*
devel/py-Jinja2,palletsprojects,jinja,*,*,*,*,*,*
devel/py-RPyC,rpyc_project,rpyc,*,*,*,*,*,*
devel/py-avro,apache,avro,*,*,*,*,*,*
devel/py-babel,pocoo,babel,*,*,*,*,*,*
devel/py-buildbot,buildbot,buildbot,*,*,*,*,*,*
devel/py-buildbot-console-view,buildbot,buildbot,*,*,*,*,*,*
devel/py-buildbot-grid-view,buildbot,buildbot,*,*,*,*,*,*
devel/py-buildbot-pkg,buildbot,buildbot,*,*,*,*,*,*
devel/py-buildbot-waterfall-view,buildbot,buildbot,*,*,*,*,*,*
devel/py-buildbot-worker,buildbot,buildbot,*,*,*,*,*,*
devel/py-buildbot-www,buildbot,buildbot,*,*,*,*,*,*
devel/py-celery,celeryproject,celery,*,*,*,python,*,*
devel/py-dask,anaconda,dask,*,*,*,python,*,*
devel/py-decorator,python,decorator,*,*,*,*,*,*
devel/py-jsonpickle,jsonpickle_project,jsonpickle,*,*,*,*,*,*
devel/py-jupyter-server,jupyter,jupyter_server,*,*,*,*,*,*
devel/py-libpeas,gnome,libpeas,*,*,*,*,*,*
devel/py-lxml,lxml,lxml,*,*,*,*,*,*
devel/py-magic,file_project,file,*,*,*,*,*,*
devel/py-nbdime,jupyter,nbdime,*,*,*,python,*,*
devel/py-pipenv,pypa,pipenv,*,*,*,*,*,*
devel/py-py,pytest,py,*,*,*,*,*,*
devel/py-pydantic,pydantic_project,pydantic,*,*,*,*,*,*
devel/py-rope,rope_project,rope,*,*,*,python,*,*
devel/py-rply,python,rply,*,*,*,*,*,*
devel/py-setuptools,python,setuptools,*,*,*,*,*,*
devel/py-subversion,apache,subversion,*,*,*,*,*,*
devel/py-subversion,subversion,subversion,*,*,*,*,*,*
devel/py-thrift,apache,thrift,*,*,*,*,*,*
devel/py-twisted,twistedmatrix,twisted,*,*,*,*,*,*
devel/py-typed-ast,python,typed_ast,*,*,*,*,*,*
devel/py-ujson,ultrajson_project,ultrajson,*,*,*,python,*,*
devel/py-validators,validators_project,validators,*,*,*,python,*,*
devel/py-virtualenv,python,virtualenv,*,*,*,*,*,*
devel/py-websockets,websockets_project,websockets,*,*,*,python,*,*
devel/py-xdg,python,pyxdg,*,*,*,*,*,*
devel/py-yaml,pyyaml,pyyaml,*,*,*,*,*,*
devel/pycharm-ce,jetbrains,pycharm,*,*,*,*,*,*
devel/pysvn,pysvn_project,svn-workbench,*,*,*,*,*,*
devel/qgit,qgit,qgit,*,*,*,*,*,*
devel/qt5,digia,qt,*,*,*,*,*,*
devel/qt5,qt,qt,*,*,*,*,*,*
devel/qt5,qt,qtsvg,*,*,*,*,*,*
devel/qt5-assistant,digia,qt,*,*,*,*,*,*
devel/qt5-assistant,qt,qt,*,*,*,*,*,*
devel/qt5-assistant,qt,qtsvg,*,*,*,*,*,*
devel/qt5-buildtools,digia,qt,*,*,*,*,*,*
devel/qt5-buildtools,qt,qt,*,*,*,*,*,*
devel/qt5-buildtools,qt,qtsvg,*,*,*,*,*,*
devel/qt5-concurrent,digia,qt,*,*,*,*,*,*
devel/qt5-concurrent,qt,qt,*,*,*,*,*,*
devel/qt5-concurrent,qt,qtsvg,*,*,*,*,*,*
devel/qt5-core,digia,qt,*,*,*,*,*,*
devel/qt5-core,qt,qt,*,*,*,*,*,*
devel/qt5-core,qt,qtsvg,*,*,*,*,*,*
devel/qt5-dbus,digia,qt,*,*,*,*,*,*
devel/qt5-dbus,qt,qt,*,*,*,*,*,*
devel/qt5-dbus,qt,qtsvg,*,*,*,*,*,*
devel/qt5-designer,digia,qt,*,*,*,*,*,*
devel/qt5-designer,qt,qt,*,*,*,*,*,*
devel/qt5-designer,qt,qtsvg,*,*,*,*,*,*
devel/qt5-help,digia,qt,*,*,*,*,*,*
devel/qt5-help,qt,qt,*,*,*,*,*,*
devel/qt5-help,qt,qtsvg,*,*,*,*,*,*
devel/qt5-linguist,digia,qt,*,*,*,*,*,*
devel/qt5-linguist,qt,qt,*,*,*,*,*,*
devel/qt5-linguist,qt,qtsvg,*,*,*,*,*,*
devel/qt5-linguisttools,digia,qt,*,*,*,*,*,*
devel/qt5-linguisttools,qt,qt,*,*,*,*,*,*
devel/qt5-linguisttools,qt,qtsvg,*,*,*,*,*,*
devel/qt5-location,digia,qt,*,*,*,*,*,*
devel/qt5-location,qt,qt,*,*,*,*,*,*
devel/qt5-location,qt,qtsvg,*,*,*,*,*,*
devel/qt5-qdbus,digia,qt,*,*,*,*,*,*
devel/qt5-qdbus,qt,qt,*,*,*,*,*,*
devel/qt5-qdbus,qt,qtsvg,*,*,*,*,*,*
devel/qt5-qdbusviewer,digia,qt,*,*,*,*,*,*
devel/qt5-qdbusviewer,qt,qt,*,*,*,*,*,*
devel/qt5-qdbusviewer,qt,qtsvg,*,*,*,*,*,*
devel/qt5-qdoc,digia,qt,*,*,*,*,*,*
devel/qt5-qdoc,qt,qt,*,*,*,*,*,*
devel/qt5-qdoc,qt,qtsvg,*,*,*,*,*,*
devel/qt5-qdoc-data,digia,qt,*,*,*,*,*,*
devel/qt5-qdoc-data,qt,qt,*,*,*,*,*,*
devel/qt5-qdoc-data,qt,qtsvg,*,*,*,*,*,*
devel/qt5-qmake,digia,qt,*,*,*,*,*,*
devel/qt5-qmake,qt,qt,*,*,*,*,*,*
devel/qt5-qmake,qt,qtsvg,*,*,*,*,*,*
devel/qt5-remoteobjects,digia,qt,*,*,*,*,*,*
devel/qt5-remoteobjects,qt,qt,*,*,*,*,*,*
devel/qt5-remoteobjects,qt,qtsvg,*,*,*,*,*,*
devel/qt5-script,digia,qt,*,*,*,*,*,*
devel/qt5-script,qt,qt,*,*,*,*,*,*
devel/qt5-script,qt,qtsvg,*,*,*,*,*,*
devel/qt5-scripttools,digia,qt,*,*,*,*,*,*
devel/qt5-scripttools,qt,qt,*,*,*,*,*,*
devel/qt5-scripttools,qt,qtsvg,*,*,*,*,*,*
devel/qt5-scxml,digia,qt,*,*,*,*,*,*
devel/qt5-scxml,qt,qt,*,*,*,*,*,*
devel/qt5-scxml,qt,qtsvg,*,*,*,*,*,*
devel/qt5-testlib,digia,qt,*,*,*,*,*,*
devel/qt5-testlib,qt,qt,*,*,*,*,*,*
devel/qt5-testlib,qt,qtsvg,*,*,*,*,*,*
devel/qt5-uitools,digia,qt,*,*,*,*,*,*
devel/qt5-uitools,qt,qt,*,*,*,*,*,*
devel/qt5-uitools,qt,qtsvg,*,*,*,*,*,*
devel/radare2,radare,radare2,*,*,*,*,*,*
devel/rbenv,rbenv_project,rbenv,*,*,*,*,*,*
devel/re2c,re2c,re2c,*,*,*,*,*,*
devel/readline,gnu,readline,*,*,*,*,*,*
devel/rebar3,erlang,rebar3,*,*,*,*,*,*
devel/riscv64-gcc,gnu,gcc,*,*,*,*,*,*
devel/riscv64-none-elf-gcc,gnu,gcc,*,*,*,*,*,*
devel/ruby-gems,rubygems,rubygems,*,*,*,*,*,*
devel/ruby-subversion,apache,subversion,*,*,*,*,*,*
devel/ruby-subversion,subversion,subversion,*,*,*,*,*,*
devel/rubygem-actionpack-page_caching,rubyonrails,actionpack_page-caching,*,*,*,ruby,*,*
devel/rubygem-actionview4,rails,action_view,*,*,*,ruby,*,*
devel/rubygem-actionview4,rubyonrails,actionview,*,*,*,*,*,*
devel/rubygem-actionview5,rails,action_view,*,*,*,ruby,*,*
devel/rubygem-actionview5,rubyonrails,actionview,*,*,*,*,*,*
devel/rubygem-actionview50,rails,action_view,*,*,*,ruby,*,*
devel/rubygem-actionview50,rubyonrails,actionview,*,*,*,*,*,*
devel/rubygem-actionview52,rails,action_view,*,*,*,ruby,*,*
devel/rubygem-actionview52,rubyonrails,actionview,*,*,*,*,*,*
devel/rubygem-actionview60,rails,action_view,*,*,*,ruby,*,*
devel/rubygem-actionview60,rubyonrails,actionview,*,*,*,*,*,*
devel/rubygem-actionview61,rails,action_view,*,*,*,ruby,*,*
devel/rubygem-actionview61,rubyonrails,actionview,*,*,*,*,*,*
devel/rubygem-actionview70,rails,action_view,*,*,*,ruby,*,*
devel/rubygem-actionview70,rubyonrails,actionview,*,*,*,*,*,*
devel/rubygem-avro,apache,avro,*,*,*,*,*,*
devel/rubygem-bindata,bindata_project,bindata,*,*,*,ruby,*,*
devel/rubygem-bson,bson_project,bson,*,*,*,ruby,*,*
devel/rubygem-bson,mongodb,bson,*,*,*,ruby,*,*
devel/rubygem-date,ruby-lang,date,*,*,*,ruby,*,*
devel/rubygem-gems,rubygems,rubygems,*,*,*,*,*,*
devel/rubygem-google-protobuf,google,google-protobuf,*,*,*,ruby,*,*
devel/rubygem-google-protobuf,google,protobuf,*,*,*,*,*,*
devel/rubygem-google-protobuf,google,protobuf-java,*,*,*,*,*,*
devel/rubygem-google-protobuf,google,protobuf-kotlin,*,*,*,*,*,*
devel/rubygem-i18n,i18n_project,i18n,*,*,*,ruby,*,*
devel/rubygem-jmespath,jmespath_project,jmespath,*,*,*,ruby,*,*
devel/rubygem-message_bus,discourse,message_bus,*,*,*,ruby,*,*
devel/rubygem-rake,ruby-lang,rake,*,*,*,*,*,*
devel/rubygem-rdoc,ruby-lang,rdoc,*,*,*,ruby,*,*
devel/rubygem-thrift,apache,thrift,*,*,*,*,*,*
devel/rubygem-yajl-ruby,yajl-ruby_project,yajl-ruby,*,*,*,ruby,*,*
devel/rubymine,jetbrains,rubymine,*,*,*,*,*,*
devel/samurai,samurai_project,samurai,*,*,*,*,*,*
devel/sdl12,libsdl,libsdl,*,*,*,*,*,*
devel/sdl12,libsdl,sdl,*,*,*,*,*,*
devel/sdl12,libsdl,simple_directmedia_layer,*,*,*,*,*,*
devel/sdl20,libsdl,libsdl,*,*,*,*,*,*
devel/sdl20,libsdl,sdl,*,*,*,*,*,*
devel/sdl20,libsdl,simple_directmedia_layer,*,*,*,*,*,*
devel/slf4j,qos,slf4j,*,*,*,*,*,*
devel/slf4j,slf4j,slf4j-ext,*,*,*,*,*,*
devel/soapui,smartbear,soapui,*,*,*,*,*,*
devel/sonarqube-community,sonarsource,sonarqube,*,*,*,*,*,*
devel/spin,spinroot,spin,*,*,*,*,*,*
devel/stb,stb_project,stb,*,*,*,*,*,*
devel/stb,stb_vorbis_project,stb_vorbis,*,*,*,*,*,*
devel/subversion,apache,subversion,*,*,*,*,*,*
devel/subversion,subversion,subversion,*,*,*,*,*,*
devel/subversion-lts,apache,subversion,*,*,*,*,*,*
devel/subversion-lts,subversion,subversion,*,*,*,*,*,*
devel/t1lib,t1lib,t1lib,*,*,*,*,*,*
devel/thrift,apache,thrift,*,*,*,*,*,*
devel/thrift-c_glib,apache,thrift,*,*,*,*,*,*
devel/thrift-cpp,apache,thrift,*,*,*,*,*,*
devel/ua_parser-core,uap-core_project,uap-core,*,*,*,node.js,*,*
devel/upnp,libupnp_project,libupnp,*,*,*,*,*,*
devel/util-linux,andries_brouwer,util-linux,*,*,*,*,*,*
devel/util-linux,kernel,util-linux,*,*,*,*,*,*
devel/util-linux,linux,util-linux,*,*,*,*,*,*
devel/util-linux,util-linux_project,util-linux,*,*,*,*,*,*
devel/valgrind,valgrind,valgrind,*,*,*,*,*,*
devel/valgrind-devel,valgrind,valgrind,*,*,*,*,*,*
devel/wasm3,wasm3_project,wasm3,*,*,*,*,*,*
devel/websvn,websvn,websvn,*,*,*,*,*,*
devel/xdg-user-dirs,freedesktop,xdg-user-dirs,*,*,*,*,*,*
devel/xdg-utils,freedesktop,xdg-utils,*,*,*,*,*,*
devel/xmltooling,xmltooling_project,xmltooling,*,*,*,*,*,*
devel/yaml-cpp,yaml-cpp_project,yaml-cpp,*,*,*,*,*,*
devel/yaml-cpp03,yaml-cpp_project,yaml-cpp,*,*,*,*,*,*
devel/zookeeper,apache,zookeeper,*,*,*,*,*,*
devel/zydis,zyantific,zydis,*,*,*,*,*,*
devel/zziplib,zziplib,zziplib,*,*,*,*,*,*
devel/zziplib,zziplib_project,zziplib,*,*,*,*,*,*
dns/adns,gnu,adns,*,*,*,*,*,*
dns/bind-tools,isc,bind,*,*,*,*,*,*
dns/bind9-devel,isc,bind,*,*,*,*,*,*
dns/bind916,isc,bind,*,*,*,*,*,*
dns/bind918,isc,bind,*,*,*,*,*,*
dns/c-ares,c-ares_project,c-ares,*,*,*,*,*,*
dns/c-ares,daniel_stenberg,c-ares,*,*,*,*,*,*
dns/djbdns,d.j.bernstein,djbdns,*,*,*,*,*,*
dns/dnsmasq,dnsmasq,dnsmasq,*,*,*,*,*,*
dns/dnsmasq,the_kelleys,dnsmasq,*,*,*,*,*,*
dns/dnsmasq,thekelleys,dnsmasq,*,*,*,*,*,*
dns/gdnsd2,gdnsd,gdnsd,*,*,*,*,*,*
dns/gdnsd3,gdnsd,gdnsd,*,*,*,*,*,*
dns/knot-resolver,nic,knot_resolver,*,*,*,*,*,*
dns/knot3,knot-dns,knot_dns,*,*,*,*,*,*
dns/knot3-lib,knot-dns,knot_dns,*,*,*,*,*,*
dns/ldns,nlnetlabs,ldns,*,*,*,*,*,*
dns/libidn,gnu,libidn,*,*,*,*,*,*
dns/libidn2,gnu,libidn2,*,*,*,*,*,*
dns/libmicrodns,videolabs,libmicrodns,*,*,*,*,*,*
dns/maradns,maradns,maradns,*,*,*,*,*,*
dns/maradns,maradns_project,maradns,*,*,*,*,*,*
dns/nsd,nlnetlabs,nsd,*,*,*,*,*,*
dns/p5-DNS-Ldns,nlnetlabs,ldns,*,*,*,*,*,*
dns/powerdns,powerdns,authoritative,*,*,*,*,*,*
dns/powerdns,powerdns,pdns,*,*,*,*,*,*
dns/powerdns,powerdns,powerdns,*,*,*,*,*,*
dns/powerdns-recursor,powerdns,powerdns_recursor,*,*,*,*,*,*
dns/powerdns-recursor,powerdns,recursor,*,*,*,*,*,*
dns/py-ldns,nlnetlabs,ldns,*,*,*,*,*,*
dns/samba-nsupdate,isc,bind,*,*,*,*,*,*
dns/unbound,nlnetlabs,unbound,*,*,*,*,*,*
dns/unbound,unbound,unbound,*,*,*,*,*,*
editors/calligra,calligra,calligra,*,*,*,*,*,*
editors/emacs,gnu,emacs,*,*,*,*,*,*
editors/emacs-devel,gnu,emacs,*,*,*,*,*,*
editors/gedit,gnome,gedit,*,*,*,*,*,*
editors/gobby,gobby_project,gobby,*,*,*,*,*,*
editors/kate,kde,kate,*,*,*,*,*,*
editors/lazarus,lazarus,lazarus,*,*,*,*,*,*
editors/lazarus-qt5,lazarus,lazarus,*,*,*,*,*,*
editors/libreoffice,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-af,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-am,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-as,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-ast,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-be,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-bg,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-bn,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-bn_IN,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-bo,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-br,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-brx,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-bs,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-ca,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-ca_valencia,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-ckb,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-cs,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-cy,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-da,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-dgo,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-dsb,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-dz,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-el,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-en_GB,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-en_ZA,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-eo,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-es,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-et,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-eu,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-fa,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-fi,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-fur,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-fy,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-ga,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-gd,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-gl,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-gu,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-gug,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-hi,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-hr,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-hsb,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-i18n,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-id,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-is,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-it,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-ka,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-kab,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-kk,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-km,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-kmr_Latn,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-kn,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-kok,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-ks,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-lb,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-lo,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-lt,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-lv,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-mai,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-mk,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-ml,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-mn,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-mni,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-mr,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-my,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-nb,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-ne,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-nl,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-nn,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-nr,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-nso,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-oc,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-om,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-or,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-pa_IN,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-ro,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-rw,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-sa_IN,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-sat,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-sd,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-si,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-sid,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-sk,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-sl,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-sq,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-sr,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-sr_Latn,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-ss,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-st,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-sv,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-sw_TZ,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-szl,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-ta,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-te,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-tg,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-th,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-tn,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-tr,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-ts,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-tt,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-ug,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-uz,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-ve,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-vec,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-xh,libreoffice,libreoffice,*,*,*,*,*,*
editors/libreoffice-zu,libreoffice,libreoffice,*,*,*,*,*,*
editors/nano,gnu,nano,*,*,*,*,*,*
editors/openoffice-4,apache,openoffice,*,*,*,*,*,*
editors/openoffice-devel,apache,openoffice,*,*,*,*,*,*
editors/vim,vim,vim,*,*,*,*,*,*
editors/vim,vim_development_group,vim,*,*,*,*,*,*
emulators/bochs,bochs_project,bochs,*,*,*,*,*,*
emulators/dosbox,dosbox,dosbox,*,*,*,*,*,*
emulators/mednafen,david_shadoff,mednafen,*,*,*,*,*,*
emulators/mtools,mtools,*,*,*,*,*,*,*
emulators/mtools,mtools,mformat,*,*,*,*,*,*
emulators/py-unicorn,unicorn-engine,unicorn_engine,*,*,*,*,*,*
emulators/qemu,fabrice_bellard,qemu,*,*,*,*,*,*
emulators/qemu,qemu,qemu,*,*,*,*,*,*
emulators/qemu-devel,fabrice_bellard,qemu,*,*,*,*,*,*
emulators/qemu-devel,qemu,qemu,*,*,*,*,*,*
emulators/qemu-guest-agent,fabrice_bellard,qemu,*,*,*,*,*,*
emulators/qemu-guest-agent,qemu,qemu,*,*,*,*,*,*
emulators/qemu-user-static,fabrice_bellard,qemu,*,*,*,*,*,*
emulators/qemu-user-static,qemu,qemu,*,*,*,*,*,*
emulators/unicorn,unicorn-engine,unicorn_engine,*,*,*,*,*,*
emulators/virtualbox-ose,oracle,vm_virtualbox,*,*,*,*,*,*
emulators/virtualbox-ose,sun,virtualbox,*,*,*,*,*,*
emulators/virtualbox-ose-additions,oracle,vm_virtualbox,*,*,*,*,*,*
emulators/virtualbox-ose-additions,sun,virtualbox,*,*,*,*,*,*
emulators/virtualbox-ose-additions-nox11,oracle,vm_virtualbox,*,*,*,*,*,*
emulators/virtualbox-ose-additions-nox11,sun,virtualbox,*,*,*,*,*,*
emulators/virtualbox-ose-kmod,oracle,vm_virtualbox,*,*,*,*,*,*
emulators/virtualbox-ose-kmod,sun,virtualbox,*,*,*,*,*,*
emulators/virtualbox-ose-nox11,oracle,vm_virtualbox,*,*,*,*,*,*
emulators/virtualbox-ose-nox11,sun,virtualbox,*,*,*,*,*,*
emulators/wine,wine,wine,*,*,*,*,*,*
emulators/wine,winehq,wine,*,*,*,*,*,*
emulators/wine-devel,wine,wine,*,*,*,*,*,*
emulators/wine-devel,winehq,wine,*,*,*,*,*,*
finance/electrum,electrum,electrum,*,*,*,*,*,*
finance/frontaccounting,frontaccounting,frontaccounting,*,*,*,*,*,*
finance/gnucash,gnucash,gnucash,*,*,*,*,*,*
finance/ledger,ledger-cli,ledger,*,*,*,*,*,*
finance/ledgersmb12,ledgersmb,ledgersmb,*,*,*,*,*,*
finance/libofx,libofx_project,libofx,*,*,*,*,*,*
finance/prestashop,prestashop,prestashop,*,*,*,*,*,*
finance/weberp,weberp,weberp,*,*,*,*,*,*
french/libreoffice,libreoffice,libreoffice,*,*,*,*,*,*
french/wordpress,wordpress,wordpress,*,*,*,*,*,*
ftp/axel,axel,axel,*,*,*,*,*,*
ftp/axel,axel_project,axel,*,*,*,*,*,*
ftp/bftpd,bftpd,bftpd,*,*,*,*,*,*
ftp/bftpd,bftpd_project,bftpd,*,*,*,*,*,*
ftp/bftpd,jesse_smith,bftpd,*,*,*,*,*,*
ftp/curl,curl,curl,*,*,*,*,*,*
ftp/curl,curl,libcurl,*,*,*,*,*,*
ftp/curl,haxx,curl,*,*,*,*,*,*
ftp/curl,haxx,libcurl,*,*,*,*,*,*
ftp/curl,libcurl,libcurl,*,*,*,*,*,*
ftp/filezilla,filezilla,filezilla,*,*,*,*,*,*
ftp/filezilla,filezilla-project,filezilla,*,*,*,*,*,*
ftp/filezilla,filezilla-project,filezilla_client,*,*,*,*,*,*
ftp/gstreamer1-plugins-curl,freedesktop,gst-plugins-bad,*,*,*,*,*,*
ftp/lftp,alexander_v._lukyanov,lftp,*,*,*,*,*,*
ftp/lftp,lftp_project,lftp,*,*,*,*,*,*
ftp/linux-c7-curl,curl,curl,*,*,*,*,*,*
ftp/linux-c7-curl,curl,libcurl,*,*,*,*,*,*
ftp/linux-c7-curl,haxx,curl,*,*,*,*,*,*
ftp/linux-c7-curl,haxx,libcurl,*,*,*,*,*,*
ftp/linux-c7-curl,libcurl,libcurl,*,*,*,*,*,*
ftp/ncftp3,ncftp_software,ncftp,*,*,*,*,*,*
ftp/php74-curl,php,php,*,*,*,*,*,*
ftp/php74-curl,php_group,php,*,*,*,*,*,*
ftp/php74-ftp,php,php,*,*,*,*,*,*
ftp/php74-ftp,php_group,php,*,*,*,*,*,*
ftp/php80-curl,php,php,*,*,*,*,*,*
ftp/php80-curl,php_group,php,*,*,*,*,*,*
ftp/php80-ftp,php,php,*,*,*,*,*,*
ftp/php80-ftp,php_group,php,*,*,*,*,*,*
ftp/php81-curl,php,php,*,*,*,*,*,*
ftp/php81-curl,php_group,php,*,*,*,*,*,*
ftp/php81-ftp,php,php,*,*,*,*,*,*
ftp/php81-ftp,php_group,php,*,*,*,*,*,*
