srcname,cpe_vendor,cpe_product,cpe_edition,cpe_lang,cpe_sw_edition,cpe_target_sw,cpe_target_hw,cpe_other
lang/perl5.34,perl,perl,*,*,*,*,*,*
lang/perl5.36,larry_wall,perl,*,*,*,*,*,*
lang/perl5.36,perl,perl,*,*,*,*,*,*
lang/php74,php,php,*,*,*,*,*,*
lang/php74,php_group,php,*,*,*,*,*,*
lang/php80,php,php,*,*,*,*,*,*
lang/php80,php_group,php,*,*,*,*,*,*
lang/php81,php,php,*,*,*,*,*,*
lang/php81,php_group,php,*,*,*,*,*,*
lang/php82,php,php,*,*,*,*,*,*
lang/php82,php_group,php,*,*,*,*,*,*
lang/picoc,picoc_project,picoc,*,*,*,*,*,*
lang/python27,python,python,*,*,*,*,*,*
lang/python27,python_software_foundation,python,*,*,*,*,*,*
lang/python310,python,python,*,*,*,*,*,*
lang/python310,python_software_foundation,python,*,*,*,*,*,*
lang/python311,python,python,*,*,*,*,*,*
lang/python311,python_software_foundation,python,*,*,*,*,*,*
lang/python37,python,python,*,*,*,*,*,*
lang/python37,python_software_foundation,python,*,*,*,*,*,*
lang/python38,python,python,*,*,*,*,*,*
lang/python38,python_software_foundation,python,*,*,*,*,*,*
lang/python39,python,python,*,*,*,*,*,*
lang/python39,python_software_foundation,python,*,*,*,*,*,*
lang/quickjs,quickjs_project,quickjs,*,*,*,*,*,*
lang/racket,racket-lang,racket,*,*,*,*,*,*
lang/racket-minimal,racket-lang,racket,*,*,*,*,*,*
lang/ruby27,ruby-lang,ruby,*,*,*,*,*,*
lang/ruby27,yukihiro_matsumoto,ruby,*,*,*,*,*,*
lang/ruby30,ruby-lang,ruby,*,*,*,*,*,*
lang/ruby30,yukihiro_matsumoto,ruby,*,*,*,*,*,*
lang/ruby31,ruby-lang,ruby,*,*,*,*,*,*
lang/ruby31,yukihiro_matsumoto,ruby,*,*,*,*,*,*
lang/ruby32,ruby-lang,ruby,*,*,*,*,*,*
lang/ruby32,yukihiro_matsumoto,ruby,*,*,*,*,*,*
lang/rust,rust-lang,rust,*,*,*,*,*,*
lang/rust-nightly,rust-lang,rust,*,*,*,*,*,*
lang/scala,scala-lang,scala,*,*,*,*,*,*
lang/squirrel,squirrel-lang,squirrel,*,*,*,*,*,*
lang/tcl85,tcl,tcl,*,*,*,*,*,*
lang/tcl86,tcl,tcl,*,*,*,*,*,*
lang/tcl87,tcl,tcl,*,*,*,*,*,*
lang/v8,google,v8,*,*,*,*,*,*
lang/vala,gnome,vala,*,*,*,*,*,*
lang/yabasic,yabasic,yabasic,*,*,*,*,*,*
mail/alpine,alpine_project,alpine,*,*,*,*,*,*
mail/anubis,gnu,anubis,*,*,*,*,*,*
mail/balsa,gnome,balsa,*,*,*,*,*,*
mail/balsa,stuart_parmenter,balsa,*,*,*,*,*,*
mail/bogofilter,bogofilter,bogofilter,*,*,*,*,*,*
mail/bogofilter,bogofilter_project,bogofilter,*,*,*,*,*,*
mail/bogofilter-sqlite,bogofilter,bogofilter,*,*,*,*,*,*
mail/bogofilter-sqlite,bogofilter_project,bogofilter,*,*,*,*,*,*
mail/claws-mail,claws-mail,claws-mail,*,*,*,*,*,*
mail/claws-mail,claws-mail,mail,*,*,*,*,*,*
mail/cyrus-imapd23,cyrus,imap,*,*,*,*,*,*
mail/cyrus-imapd23,cyrus,imapd,*,*,*,*,*,*
mail/cyrus-imapd24,cyrus,imap,*,*,*,*,*,*
mail/cyrus-imapd24,cyrus,imapd,*,*,*,*,*,*
mail/cyrus-imapd25,cyrus,imap,*,*,*,*,*,*
mail/cyrus-imapd25,cyrus,imapd,*,*,*,*,*,*
mail/cyrus-imapd30,cyrus,imap,*,*,*,*,*,*
mail/cyrus-imapd30,cyrus,imapd,*,*,*,*,*,*
mail/cyrus-imapd32,cyrus,imap,*,*,*,*,*,*
mail/cyrus-imapd32,cyrus,imapd,*,*,*,*,*,*
mail/cyrus-imapd34,cyrus,imap,*,*,*,*,*,*
mail/cyrus-imapd34,cyrus,imapd,*,*,*,*,*,*
mail/dovecot,dovecot,dovecot,*,*,*,*,*,*
mail/dovecot,timo_sirainen,dovecot,*,*,*,*,*,*
mail/evolution,gnome,evolution,*,*,*,*,*,*
mail/exim,exim,exim,*,*,*,*,*,*
mail/exim,university_of_cambridge,exim,*,*,*,*,*,*
mail/exim-doc-html,exim,exim,*,*,*,*,*,*
mail/exim-doc-html,university_of_cambridge,exim,*,*,*,*,*,*
mail/exim-doc-pdf,exim,exim,*,*,*,*,*,*
mail/exim-doc-pdf,university_of_cambridge,exim,*,*,*,*,*,*
mail/exim-doc-postscript,exim,exim,*,*,*,*,*,*
mail/exim-doc-postscript,university_of_cambridge,exim,*,*,*,*,*,*
mail/exim-ldap2,exim,exim,*,*,*,*,*,*
mail/exim-ldap2,university_of_cambridge,exim,*,*,*,*,*,*
mail/exim-monitor,exim,exim,*,*,*,*,*,*
mail/exim-monitor,university_of_cambridge,exim,*,*,*,*,*,*
mail/exim-mysql,exim,exim,*,*,*,*,*,*
mail/exim-mysql,university_of_cambridge,exim,*,*,*,*,*,*
mail/exim-postgresql,exim,exim,*,*,*,*,*,*
mail/exim-postgresql,university_of_cambridge,exim,*,*,*,*,*,*
mail/exim-sa-exim,exim,exim,*,*,*,*,*,*
mail/exim-sa-exim,university_of_cambridge,exim,*,*,*,*,*,*
mail/exim-sqlite,exim,exim,*,*,*,*,*,*
mail/exim-sqlite,university_of_cambridge,exim,*,*,*,*,*,*
mail/fetchmail,fetchmail,fetchmail,*,*,*,*,*,*
mail/fetchmailconf,fetchmail,fetchmail,*,*,*,*,*,*
mail/geary,gnome,geary,*,*,*,*,*,*
mail/gmime26,gnome,gmime,*,*,*,*,*,*
mail/gmime26-sharp,gnome,gmime,*,*,*,*,*,*
mail/gmime30,gnome,gmime,*,*,*,*,*,*
mail/gnumail,gnu,gnumail,*,*,*,*,*,*
mail/horde-webmail,horde,groupware,*,*,webmail,*,*,*
mail/imapfilter,imapfilter_project,imapfilter,*,*,*,*,*,*
mail/isync,isync_project,isync,*,*,*,*,*,*
mail/isync,oswald_buddenhagen,isync,*,*,*,*,*,*
mail/james,apache,james,*,*,*,*,*,*
mail/libetpan,libetpan_project,libetpan,*,*,*,*,*,*
mail/libmilter,eric_allman,sendmail,*,*,*,*,*,*
mail/libmilter,sendmail,sendmail,*,*,*,*,*,*
mail/libspf2,libspf2,libspf2,*,*,*,*,*,*
mail/libspf2,libspf2_project,libspf2,*,*,*,*,*,*
mail/mailman,gnu,mailman,*,*,*,*,*,*
mail/mailman-exim4,gnu,mailman,*,*,*,*,*,*
mail/mailman-postfix,gnu,mailman,*,*,*,*,*,*
mail/mailman3,gnu,mailman,*,*,*,*,*,*
mail/mailutils,gnu,mailutils,*,*,*,*,*,*
mail/metamail,metamail_corporation,metamail,*,*,*,*,*,*
mail/mutt,mutt,mutt,*,*,*,*,*,*
mail/neomutt,neomutt,neomutt,*,*,*,*,*,*
mail/nextcloud-mail,nextcloud,nextcloud_mail,*,*,*,*,*,*
mail/opendkim,opendkim,opendkim,*,*,*,*,*,*
mail/opendmarc,trusteddomain,opendmarc,*,*,*,*,*,*
mail/opensmtpd,openbsd,opensmtpd,*,*,*,*,*,*
mail/opensmtpd,opensmtpd,opensmtpd,*,*,*,*,*,*
mail/php74-imap,php,php,*,*,*,*,*,*
mail/php74-imap,php_group,php,*,*,*,*,*,*
mail/php80-imap,php,php,*,*,*,*,*,*
mail/php80-imap,php_group,php,*,*,*,*,*,*
mail/php81-imap,php,php,*,*,*,*,*,*
mail/php81-imap,php_group,php,*,*,*,*,*,*
mail/php82-imap,php,php,*,*,*,*,*,*
mail/php82-imap,php_group,php,*,*,*,*,*,*
mail/phplist,phplist,phplist,*,*,*,*,*,*
mail/phplist,tincan,phplist,*,*,*,*,*,*
mail/phpmailer,phpmailer_project,phpmailer,*,*,*,*,*,*
mail/phpmailer6,phpmailer_project,phpmailer,*,*,*,*,*,*
mail/postfix,postfix,postfix,*,*,*,*,*,*
mail/postfix-current,postfix,postfix,*,*,*,*,*,*
mail/postgrey,postgrey,postgrey,*,*,*,*,*,*
mail/postsrsd,postsrsd_prject,postsrsd,*,*,*,*,*,*
mail/postsrsd,postsrsd_project,postsrsd,*,*,*,*,*,*
mail/procmail,procmail,procmail,*,*,*,*,*,*
mail/qmail,frederik_vermeulen,netqmail,*,*,*,*,*,*
mail/qmail,netqmail,netqmail,*,*,*,*,*,*
mail/qpopper,qualcomm,qpopper,*,*,*,*,*,*
mail/roundcube,roundcube,roundcube,*,*,*,*,*,*
mail/roundcube,roundcube,webmail,*,*,*,*,*,*
mail/sendmail,eric_allman,sendmail,*,*,*,*,*,*
mail/sendmail,sendmail,sendmail,*,*,*,*,*,*
mail/spamassassin,apache,spamassassin,*,*,*,*,*,*
mail/spamassassin,spamassassin,spamassassin,*,*,*,*,*,*
mail/spamdyke,spamdyke,spamdyke,*,*,*,*,*,*
mail/squirrelmail,squirrelmail,squirrelmail,*,*,*,*,*,*
mail/ssmtp,anibal_monsalve_salaz,ssmtp,*,*,*,*,*,*
mail/ssmtp,ssmtp,ssmtp,*,*,*,*,*,*
mail/sylpheed,sylpheed,sylpheed,*,*,*,*,*,*
mail/sylpheed,sylpheed_project,sylpheed,*,*,*,*,*,*
mail/sympa,sympa,sympa,*,*,*,*,*,*
mail/thunderbird,mozilla,thunderbird,*,*,*,*,*,*
mail/trojita,kde,trojita,*,*,*,*,*,*
mail/trojita,trojita_project,trojita,*,*,*,*,*,*
math/R,r_project,r,*,*,*,*,*,*
math/cgal,cgal,computational_geometry_algorithms_library,*,*,*,*,*,*
math/gmp,gmplib,gmp,*,*,*,*,*,*
math/gnumeric,gnome,gnumeric,*,*,*,*,*,*
math/gnumeric,gnu,gnumeric,*,*,*,*,*,*
math/gnuplot,gnuplot,gnuplot,*,*,*,*,*,*
math/gnuplot,gnuplot_project,gnuplot,*,*,*,*,*,*
math/gnuplot-lite,gnuplot,gnuplot,*,*,*,*,*,*
math/gnuplot-lite,gnuplot_project,gnuplot,*,*,*,*,*,*
math/gnuplot-tex-extras,gnuplot,gnuplot,*,*,*,*,*,*
math/gnuplot-tex-extras,gnuplot_project,gnuplot,*,*,*,*,*,*
math/lapack,lapack_project,lapack,*,*,*,*,*,*
math/libRmath,r_project,r,*,*,*,*,*,*
math/libxls,libxls_project,libxls,*,*,*,*,*,*
math/libxsmm,libxsmm_project,libxsmm,*,*,*,*,*,*
math/matio,matio_project,matio,*,*,*,*,*,*
math/mingw32-libgmp,gmplib,gmp,*,*,*,*,*,*
math/openblas,openblas_project,openblas,*,*,*,*,*,*
math/php74-bcmath,php,php,*,*,*,*,*,*
math/php74-bcmath,php_group,php,*,*,*,*,*,*
math/php74-gmp,php,php,*,*,*,*,*,*
math/php74-gmp,php_group,php,*,*,*,*,*,*
math/php80-bcmath,php,php,*,*,*,*,*,*
math/php80-bcmath,php_group,php,*,*,*,*,*,*
math/php80-gmp,php,php,*,*,*,*,*,*
math/php80-gmp,php_group,php,*,*,*,*,*,*
math/php81-bcmath,php,php,*,*,*,*,*,*
math/php81-bcmath,php_group,php,*,*,*,*,*,*
math/php81-gmp,php,php,*,*,*,*,*,*
math/php81-gmp,php_group,php,*,*,*,*,*,*
math/php82-bcmath,php,php,*,*,*,*,*,*
math/php82-bcmath,php_group,php,*,*,*,*,*,*
math/php82-gmp,php,php,*,*,*,*,*,*
math/php82-gmp,php_group,php,*,*,*,*,*,*
math/pspp,gnu,pspp,*,*,*,*,*,*
math/py-cvxopt,cvxopt_project,cvxopt,*,*,*,python,*,*
math/py-networkx,python,networkx,*,*,*,*,*,*
math/py-numpy,numpy,numpy,*,*,*,*,*,*
math/py-pandas,numfocus,pandas,*,*,*,*,*,*
misc/concourse,pivotal_software,concourse,*,*,*,*,*,*
misc/e2fsprogs-libblkid,e2fsprogs_project,e2fsprogs,*,*,*,*,*,*
misc/e2fsprogs-libblkid,ext2_filesystems_utilities,e2fsprogs,*,*,*,*,*,*
misc/e2fsprogs-libuuid,e2fsprogs_project,e2fsprogs,*,*,*,*,*,*
misc/e2fsprogs-libuuid,ext2_filesystems_utilities,e2fsprogs,*,*,*,*,*,*
misc/findutils,gnu,findutils,*,*,*,*,*,*
misc/libcomps,rpm,libcomps,*,*,*,*,*,*
misc/librepo,redhat,librepo,*,*,*,*,*,*
misc/librepo,rpm,librepo,*,*,*,*,*,*
misc/libsolv,opensuse,libsolv,*,*,*,*,*,*
misc/mime-support,debian,mime-support,*,*,*,*,*,*
misc/openhab,openhab,openhab,*,*,*,*,*,*
misc/openhab2,openhab,openhab,*,*,*,*,*,*
misc/php74-calendar,php,php,*,*,*,*,*,*
misc/php74-calendar,php_group,php,*,*,*,*,*,*
misc/php80-calendar,php,php,*,*,*,*,*,*
misc/php80-calendar,php_group,php,*,*,*,*,*,*
misc/php81-calendar,php,php,*,*,*,*,*,*
misc/php81-calendar,php_group,php,*,*,*,*,*,*
misc/php82-calendar,php,php,*,*,*,*,*,*
misc/php82-calendar,php_group,php,*,*,*,*,*,*
misc/qt5-doc,digia,qt,*,*,*,*,*,*
misc/qt5-doc,qt,qt,*,*,*,*,*,*
misc/qt5-doc,qt,qtsvg,*,*,*,*,*,*
misc/qt5-examples,digia,qt,*,*,*,*,*,*
misc/qt5-examples,qt,qt,*,*,*,*,*,*
misc/qt5-examples,qt,qtsvg,*,*,*,*,*,*
misc/qt5-l10n,digia,qt,*,*,*,*,*,*
misc/qt5-l10n,qt,qt,*,*,*,*,*,*
misc/qt5-l10n,qt,qtsvg,*,*,*,*,*,*
misc/thefuck,the_fuck_project,the_fuck,*,*,*,python,*,*
multimedia/Bento4,axiosys,bento4,*,*,*,*,*,*
multimedia/Bento4,bento4,bento4,*,*,*,*,*,*
multimedia/assimp,assimp,assimp,*,*,*,*,*,*
multimedia/atomicparsley,atomicparsley_project,atomicparsley,*,*,*,*,*,*
multimedia/ffmpeg,ffmpeg,ffmpeg,*,*,*,*,*,*
multimedia/gpac-libgpac,gpac,gpac,*,*,*,*,*,*
multimedia/gpac-libgpac,gpac_project,gpac,*,*,*,*,*,*
multimedia/gpac-mp4box,gpac,gpac,*,*,*,*,*,*
multimedia/gpac-mp4box,gpac_project,gpac,*,*,*,*,*,*
multimedia/gstreamer1,gstreamer,gstreamer,*,*,*,*,*,*
multimedia/gstreamer1,gstreamer_project,gstreamer,*,*,*,*,*,*
multimedia/gstreamer1-plugins-aom,freedesktop,gst-plugins-bad,*,*,*,*,*,*
multimedia/gstreamer1-plugins-assrender,freedesktop,gst-plugins-bad,*,*,*,*,*,*
multimedia/gstreamer1-plugins-bad,freedesktop,gst-plugins-bad,*,*,*,*,*,*
multimedia/gstreamer1-plugins-dash,freedesktop,gst-plugins-bad,*,*,*,*,*,*
multimedia/gstreamer1-plugins-dts,freedesktop,gst-plugins-bad,*,*,*,*,*,*
multimedia/gstreamer1-plugins-mpeg2enc,freedesktop,gst-plugins-bad,*,*,*,*,*,*
multimedia/gstreamer1-plugins-resindvd,freedesktop,gst-plugins-bad,*,*,*,*,*,*
multimedia/gstreamer1-plugins-x265,freedesktop,gst-plugins-bad,*,*,*,*,*,*
multimedia/gstreamer1-rtsp-server,gstreamer_project,gst-rtsp-server,*,*,*,*,*,*
multimedia/kodi,kodi,kodi,*,*,*,*,*,*
multimedia/libass,libass_project,libass,*,*,*,*,*,*
multimedia/libbluray,videolan,libbluray,*,*,*,*,*,*
multimedia/libde265,libde265,libde265,*,*,*,*,*,*
multimedia/libde265,struktur,libde265,*,*,*,*,*,*
multimedia/libmatroska,matroska,libmatroska,*,*,*,*,*,*
multimedia/libmtp,libmtp_project,libmtp,*,*,*,*,*,*
multimedia/libquicktime,libquicktime,libquicktime,*,*,*,*,*,*
multimedia/libquicktime-lame,libquicktime,libquicktime,*,*,*,*,*,*
multimedia/libvdpau,libvdpau_project,libvdpau,*,*,*,*,*,*
multimedia/libvpx,john_koleszar,libvpx,*,*,*,*,*,*
multimedia/libvpx,webmproject,libvpx,*,*,*,*,*,*
multimedia/libxine,xine,xine-lib,*,*,*,*,*,*
multimedia/linux-tsmuxer,tsmuxer_project,tsmuxer,*,*,*,*,*,*
multimedia/mediainfo,mediaarea,mediainfo,*,*,*,*,*,*
multimedia/mencoder,mplayer,mplayer,*,*,*,*,*,*
multimedia/motion,motion_project,motion,*,*,*,*,*,*
multimedia/mplayer,mplayer,mplayer,*,*,*,*,*,*
multimedia/mpv,mpv,mpv,*,*,*,*,*,*
multimedia/navidrome,navidrome,navidrome,*,*,*,*,*,*
multimedia/openh264,cisco,openh264,*,*,*,*,*,*
multimedia/qt5-multimedia,digia,qt,*,*,*,*,*,*
multimedia/qt5-multimedia,qt,qt,*,*,*,*,*,*
multimedia/qt5-multimedia,qt,qtsvg,*,*,*,*,*,*
multimedia/rtmpdump,rtmpdump_project,rtmpdump,*,*,*,*,*,*
multimedia/tinyobjloader,tinyobjloader_project,tinyobjloader,*,*,*,*,*,*
multimedia/vlc,videolan,vlc,*,*,*,*,*,*
multimedia/vlc,videolan,vlc_media_player,*,*,*,*,*,*
multimedia/x265,multicorewareinc,x265,*,*,*,*,*,*
multimedia/x265,multicorewareinc,x265_high_efficiency_video_coding,*,*,*,*,*,*
multimedia/xawtv,linuxtv,xawtv,*,*,*,*,*,*
multimedia/zoneminder,zoneminder,zoneminder,*,*,*,*,*,*
net-im/centerim,centerim,centerim,*,*,*,*,*,*
net-im/dino,dino,dino,*,*,*,*,*,*
net-im/ejabberd,process-one,ejabberd,*,*,*,*,*,*
net-im/finch,pidgin,libpurple,*,*,*,*,*,*
net-im/finch,pidgin,pidgin,*,*,*,*,*,*
net-im/gajim,gajim,gajim,*,*,*,*,*,*
net-im/kopete,kde,kopete,*,*,*,*,*,*
net-im/libpurple,pidgin,libpurple,*,*,*,*,*,*
net-im/libpurple,pidgin,pidgin,*,*,*,*,*,*
net-im/mcabber,mcabber,mcabber,*,*,*,*,*,*
net-im/openfire,igniterealtime,openfire,*,*,*,*,*,*
net-im/pidgin,pidgin,libpurple,*,*,*,*,*,*
net-im/pidgin,pidgin,pidgin,*,*,*,*,*,*
net-im/prosody,prosody,prosody,*,*,*,*,*,*
net-im/py-matrix-synapse,matrix,synapse,*,*,*,*,*,*
net-im/py-slixmpp,slixmpp_project,slixmpp,*,*,*,*,*,*
net-im/telegram-desktop,telegram,telegram,*,*,*,unix,*,*
net-im/telegram-desktop,telegram,telegram_desktop,*,*,*,*,*,*
net-im/tkabber,tkabber_project,tkabber,*,*,*,*,*,*
net-im/tox,toktok,toxcore,*,*,*,*,*,*
net-mgmt/aircrack-ng,aircrack-ng,aircrack-ng,*,*,*,*,*,*
net-mgmt/blackbox_exporter,prometheus,blackbox_exporter,*,*,*,*,*,*
net-mgmt/bwm-ng,bwm-ng_project,bwm-ng,*,*,*,*,*,*
net-mgmt/cacti,cacti,cacti,*,*,*,*,*,*
net-mgmt/cacti,the_cacti_group,cacti,*,*,*,*,*,*
net-mgmt/collectd5,collectd,collectd,*,*,*,*,*,*
net-mgmt/crmsh,clusterlabs,crmsh,*,*,*,*,*,*
net-mgmt/ettercap,ettercap,ettercap,*,*,*,*,*,*
net-mgmt/ettercap,ettercap-project,ettercap,*,*,*,*,*,*
net-mgmt/ettercap,ettercap_project,ettercap,*,*,*,*,*,*
net-mgmt/icinga2,icinga,icinga,*,*,*,*,*,*
net-mgmt/icingaweb2,icinga,icinga_web_2,*,*,*,*,*,*
net-mgmt/kapacitor,influxdata,kapacitor,*,*,*,*,*,*
net-mgmt/kismet,kismet,kismet,*,*,*,*,*,*
net-mgmt/librenms,librenms,librenms,*,*,*,*,*,*
net-mgmt/libsmi,tu-braunschweig,libsmi,*,*,*,*,*,*
net-mgmt/lldpd,lldpd_project,lldpd,*,*,*,*,*,*
net-mgmt/nagios,nagios,nagios,*,*,*,*,*,*
net-mgmt/nagios,nagios,nagios_core,*,*,*,*,*,*
net-mgmt/nagios4,nagios,nagios,*,*,*,*,*,*
net-mgmt/nagios4,nagios,nagios_core,*,*,*,*,*,*
net-mgmt/net-snmp,net-snmp,net-snmp,*,*,*,*,*,*
net-mgmt/netbox,netbox_project,netbox,*,*,*,*,*,*
net-mgmt/netdata,my-netdata,netdata,*,*,*,*,*,*
net-mgmt/nfdump,nfdump_project,nfdump,*,*,*,*,*,*
net-mgmt/nfsen,nfsen,nfsen,*,*,*,*,*,*
net-mgmt/php74-snmp,php,php,*,*,*,*,*,*
net-mgmt/php74-snmp,php_group,php,*,*,*,*,*,*
net-mgmt/php80-snmp,php,php,*,*,*,*,*,*
net-mgmt/php80-snmp,php_group,php,*,*,*,*,*,*
net-mgmt/php81-snmp,php,php,*,*,*,*,*,*
net-mgmt/php81-snmp,php_group,php,*,*,*,*,*,*
net-mgmt/php82-snmp,php,php,*,*,*,*,*,*
net-mgmt/php82-snmp,php_group,php,*,*,*,*,*,*
net-mgmt/phpipam,phpipam,phpipam,*,*,*,*,*,*
net-mgmt/prometheus1,prometheus,prometheus,*,*,*,*,*,*
net-mgmt/prometheus2,prometheus,prometheus,*,*,*,*,*,*
net-mgmt/seafile-client,seafile,seafile-client,*,*,*,*,*,*
net-mgmt/seafile-gui,seafile,seafile-client,*,*,*,*,*,*
net-mgmt/seafile-server,seafile,seafile_server,*,*,*,*,*,*
net-mgmt/smokeping,smokeping,smokeping,*,*,*,*,*,*
net-mgmt/snmptt,snmptt,snmptt,*,*,*,*,*,*
net-mgmt/tcpreplay,appneta,tcpreplay,*,*,*,*,*,*
net-mgmt/tcpreplay,tcpreplay,tcpreplay,*,*,*,*,*,*
net-mgmt/xymon-client,xymon,xymon,*,*,*,*,*,*
net-mgmt/xymon-server,xymon,xymon,*,*,*,*,*,*
net-mgmt/zabbix4-agent,zabbix,zabbix,*,*,*,*,*,*
net-mgmt/zabbix4-frontend,zabbix,zabbix,*,*,*,*,*,*
net-mgmt/zabbix4-proxy,zabbix,zabbix,*,*,*,*,*,*
net-mgmt/zabbix4-server,zabbix,zabbix,*,*,*,*,*,*
net-mgmt/zabbix5-agent,zabbix,zabbix,*,*,*,*,*,*
net-mgmt/zabbix5-frontend,zabbix,zabbix,*,*,*,*,*,*
net-mgmt/zabbix5-proxy,zabbix,zabbix,*,*,*,*,*,*
net-mgmt/zabbix5-server,zabbix,zabbix,*,*,*,*,*,*
net-mgmt/zabbix54-agent,zabbix,zabbix,*,*,*,*,*,*
net-mgmt/zabbix54-frontend,zabbix,zabbix,*,*,*,*,*,*
net-mgmt/zabbix54-proxy,zabbix,zabbix,*,*,*,*,*,*
net-mgmt/zabbix54-server,zabbix,zabbix,*,*,*,*,*,*
net-mgmt/zabbix6-agent,zabbix,zabbix,*,*,*,*,*,*
net-mgmt/zabbix6-frontend,zabbix,zabbix,*,*,*,*,*,*
net-mgmt/zabbix6-proxy,zabbix,zabbix,*,*,*,*,*,*
net-mgmt/zabbix6-server,zabbix,zabbix,*,*,*,*,*,*
net-p2p/bitcoin,bitcoin,bitcoin,*,*,*,*,*,*
net-p2p/bitcoin,bitcoin,bitcoin_core,*,*,*,*,*,*
net-p2p/bitcoin,bitcoincore,bitcoin_core,*,*,*,*,*,*
net-p2p/bitcoin-daemon,bitcoin,bitcoin,*,*,*,*,*,*
net-p2p/bitcoin-daemon,bitcoin,bitcoin_core,*,*,*,*,*,*
net-p2p/bitcoin-daemon,bitcoincore,bitcoin_core,*,*,*,*,*,*
net-p2p/bitcoin-utils,bitcoin,bitcoin,*,*,*,*,*,*
net-p2p/bitcoin-utils,bitcoin,bitcoin_core,*,*,*,*,*,*
net-p2p/bitcoin-utils,bitcoincore,bitcoin_core,*,*,*,*,*,*
net-p2p/c-lightning,elementsproject,c-lightning,*,*,*,*,*,*
net-p2p/deluge,deluge-torrent,deluge,*,*,*,*,*,*
net-p2p/deluge-cli,deluge-torrent,deluge,*,*,*,*,*,*
net-p2p/go-ethereum,ethereum,go_ethereum,*,*,*,*,*,*
net-p2p/ktorrent,joris_guisson,ktorrent,*,*,*,*,*,*
net-p2p/ktorrent,ktorrent,ktorrent,*,*,*,*,*,*
net-p2p/libtorrent-rasterbar,rasterbar_software,libtorrent,*,*,*,*,*,*
net-p2p/litecoin,litecoin,litecoin,*,*,*,*,*,*
net-p2p/mldonkey,mldonkey,mldonkey,*,*,*,*,*,*
net-p2p/mldonkey-core,mldonkey,mldonkey,*,*,*,*,*,*
net-p2p/mldonkey-gui,mldonkey,mldonkey,*,*,*,*,*,*
net-p2p/monero-cli,getmonero,monero,*,*,*,*,*,*
net-p2p/py-libtorrent-rasterbar,rasterbar_software,libtorrent,*,*,*,*,*,*
net-p2p/qbittorrent,qbittorrent,qbittorrent,*,*,*,*,*,*
net-p2p/transmission,transmissionbt,transmission,*,*,*,*,*,*
net-p2p/transmission-cli,transmissionbt,transmission,*,*,*,*,*,*
net-p2p/transmission-daemon,transmissionbt,transmission,*,*,*,*,*,*
net-p2p/transmission-gtk,transmissionbt,transmission,*,*,*,*,*,*
net-p2p/transmission-qt,transmissionbt,transmission,*,*,*,*,*,*
net/3proxy,3proxy,3proxy,*,*,*,*,*,*
net/activemq,apache,activemq,*,*,*,*,*,*
net/asterisk16,asterisk,asterisk,*,*,*,*,*,*
net/asterisk16,asterisk,open_source,*,*,*,*,*,*
net/asterisk16,digium,asterisk,*,*,*,*,*,*
net/asterisk16,sangoma,asterisk,*,*,*,*,*,*
net/asterisk18,asterisk,asterisk,*,*,*,*,*,*
net/asterisk18,asterisk,open_source,*,*,*,*,*,*
net/asterisk18,digium,asterisk,*,*,*,*,*,*
net/asterisk18,sangoma,asterisk,*,*,*,*,*,*
net/avahi,avahi,avahi,*,*,*,*,*,*
net/avahi-app,avahi,avahi,*,*,*,*,*,*
net/avahi-autoipd,avahi,avahi,*,*,*,*,*,*
net/avahi-gtk,avahi,avahi,*,*,*,*,*,*
net/avahi-gtk3,avahi,avahi,*,*,*,*,*,*
net/avahi-header,avahi,avahi,*,*,*,*,*,*
net/avahi-libdns,avahi,avahi,*,*,*,*,*,*
net/avahi-sharp,avahi,avahi,*,*,*,*,*,*
net/belle-sip,linphone,belle-sip,*,*,*,*,*,*
net/bird,nic,bird,*,*,*,*,*,*
net/bird2,nic,bird,*,*,*,*,*,*
net/boinc-client,rom_walton,boinc,*,*,*,*,*,*
net/ceph14,ceph,ceph,*,*,*,*,*,*
net/ceph14,ceph_project,ceph,*,*,*,*,*,*
net/ceph14,linuxfoundation,ceph,*,*,*,*,*,*
net/ceph14,redhat,ceph,*,*,*,*,*,*
net/chrony,chrony_project,chrony,*,*,*,*,*,*
net/chrony,tuxfamily,chrony,*,*,*,*,*,*
net/cloud-init,canonical,cloud-init,*,*,*,*,*,*
net/cloudflared,cloudflare,cloudflared,*,*,*,*,*,*
net/corosync2,corosync,corosync,*,*,*,*,*,*
net/corosync3,corosync,corosync,*,*,*,*,*,*
net/csync2,linbit,csync2,*,*,*,*,*,*
net/dhcpcd,dhcpcd_project,dhcpcd,*,*,*,*,*,*
net/dhcpcd,roy_marples,dhcpcd,*,*,*,*,*,*
net/dpdk,dpdk,data_plane_development_kit,*,*,*,*,*,*
net/freediameter,freediameter,freediameter,*,*,*,*,*,*
net/freeradius3,freeradius,freeradius,*,*,*,*,*,*
net/freerdp,freerdp,freerdp,*,*,*,*,*,*
net/freeswitch,freeswitch,freeswitch,*,*,*,*,*,*
net/freeswitch,signalwire,freeswitch,*,*,*,*,*,*
net/frr7,frrouting,frrouting,*,*,*,*,*,*
net/frr7,linuxfoundation,free_range_routing,*,*,*,*,*,*
net/gamenetworkingsockets,valvesoftware,game_networking_sockets,*,*,*,*,*,*
net/gfbgraph,gnome,libgfbgraph,*,*,*,*,*,*
net/glib-networking,gnome,glib-networking,*,*,*,*,*,*
